municipality_name|municipality_id|comerce_transport_catering|communication|construction|finances_insurance|industry|personal_services|professional_tecnical_activities|real_estate|social_services|total|total_services
Monegrillo|50170||||||||||27.0|
Monesterio|6085|163.0||49.0||38.0|||||338.0|88.0
Monfarracinos|49122||||||||||71.0|
Monfero|15050|39.0||23.0||8.0|||||98.0|28.0
Monflorite-Lascasas|22156||||||||||22.0|
Monforte de Lemos|27031|526.0|10.0|220.0|38.0|103.0|168.0|171.0|59.0|106.0|1401.0|552.0
Monforte del Cid|3088|218.0|10.0|90.0|12.0|59.0|50.0|64.0|15.0|32.0|550.0|183.0
Monistrol de Calders|8128||||||||||48.0|
Monistrol de Montserrat|8127|74.0||19.0||17.0|||||174.0|64.0
Monleras|37198||||||||||17.0|
Monreal de Ariza|50172||||||||||12.0|
Monreal del Campo|44153|71.0||31.0||19.0|||||167.0|46.0
Monreal/Elo|31172||||||||||38.0|
Monroy|10125||||||||||46.0|
Monroyo|44154||||||||||24.0|
Monsagro|37199||||||||||9.0|
Mont-ral|43091||||||||||19.0|
Mont-ras|17110|59.0||42.0||10.0|||||190.0|79.0
Mont-roig del Camp|43092|335.0|13.0|176.0|9.0|34.0|79.0|162.0|72.0|42.0|922.0|377.0
Montagut i Oix|17109||||||||||96.0|
Montalbanejo|16129||||||||||6.0|
Montalbo|16130||||||||||59.0|
Montalbán|44155|33.0||12.0||7.0|||||74.0|22.0
Montalbán de Córdoba|14040|134.0||38.0||40.0|||||307.0|95.0
Montamarta|49123||||||||||25.0|
Montanejos|12079||||||||||43.0|
Montanuy|22157||||||||||25.0|
Montaverner|46173|53.0||13.0||37.0|||||135.0|32.0
Montblanc|43086|181.0|6.0|72.0|11.0|51.0|67.0|71.0|28.0|33.0|520.0|216.0
Montbrió del Camp|43088|53.0||40.0||16.0|||||181.0|72.0
Montcada i Reixac|8125|1100.0|38.0|414.0|24.0|304.0|220.0|326.0|151.0|146.0|2723.0|905.0
Montclar|8130||||||||||14.0|
Monteagudo|31173|18.0||6.0||9.0|||||49.0|16.0
Monteagudo de las Salinas|16131||||||||||4.0|
Monteagudo de las Vicarías|42119||||||||||9.0|
Montealegre del Castillo|2051|58.0||13.0||48.0|||||170.0|51.0
Montearagón|45104||||||||||31.0|
Montederramo|32049||||||||||30.0|
Montefrío|18135|125.0||28.0|7.0|16.0|19.0|24.0||12.0|237.0|68.0
Montehermoso|10127|201.0||62.0|15.0|40.0|32.0|27.0||21.0|403.0|100.0
Montejaque|29074||||||||||61.0|
Montejo|37200||||||||||8.0|
Montejo de Arévalo|40129||||||||||7.0|
Montejo de Tiermes|42120||||||||||14.0|
Montejo de la Sierra|28088||||||||||28.0|
Montejo de la Vega de la Serrezuela|40130||||||||||10.0|
Montejícar|18136|49.0||5.0||7.0|||||77.0|16.0
Montellano|41064|185.0|6.0|39.0|15.0|17.0|14.0|30.0|4.0|5.0|315.0|74.0
Montellà i Martinet|25139||||||||||64.0|
Montemayor|14041|102.0||39.0||32.0|||||238.0|65.0
Montemayor de Pililla|47093||||||||||36.0|
Montemayor del Río|37201||||||||||21.0|
Montemolín|6086|26.0||7.0||6.0|||||50.0|11.0
Monterde|50173||||||||||5.0|
Monterrei|32050|24.0||15.0||19.0|||||82.0|24.0
Monterroso|27032|113.0||60.0||26.0|||||273.0|74.0
Monterrubio|40131||||||||||4.0|
Monterrubio de Armuña|37202|26.0||6.0||7.0|||||88.0|49.0
Monterrubio de la Serena|6087|45.0||17.0||15.0|||||107.0|30.0
Montesa|46174|20.0||7.0||6.0|||||43.0|10.0
Montesclaros|45105||||||||||11.0|
Montesinos, Los|3903|147.0||101.0||24.0|35.0|73.0|27.0|21.0|433.0|161.0
Montesquiu|8131|15.0||7.0||7.0|||||54.0|25.0
Montferrer i Castellbò|25140|45.0||23.0||9.0|||||120.0|43.0
Montferri|43089||||||||||21.0|
Montgai|25138||||||||||44.0|
Montgat|8126|360.0|20.0|95.0|20.0|48.0|72.0|190.0|61.0|96.0|962.0|459.0
Montiel|13057|49.0||24.0||16.0|||||110.0|21.0
Montijo|6088|381.0|7.0|106.0|22.0|55.0|96.0|98.0|35.0|64.0|864.0|322.0
Montilla|14042|578.0|22.0|218.0|31.0|211.0|140.0|222.0|49.0|91.0|1562.0|555.0
Montillana|18137|24.0||||4.0|||||32.0|
Montitxelvo/Montichelvo|46175||||||||||29.0|
Montizón|23062|29.0||6.0||8.0|||||52.0|9.0
Montmajor|8132||||||||||52.0|
Montmaneu|8133||||||||||10.0|
Montmell, El|43090|22.0||17.0||6.0|||||70.0|25.0
Montmeló|8135|203.0|8.0|65.0|13.0|70.0|47.0|94.0|33.0|28.0|561.0|223.0
Montoliu de Lleida|25142||||||||||27.0|
Montoliu de Segarra|25141||||||||||19.0|
Montorio|9227||||||||||14.0|
Montornès de Segarra|25143||||||||||5.0|
Montornès del Vallès|8136|381.0|7.0|127.0|20.0|124.0|100.0|121.0|75.0|37.0|992.0|360.0
Montoro|14043|243.0||50.0||54.0|44.0|50.0|10.0|17.0|479.0|132.0
Montroi/Montroy|46176|54.0||31.0||13.0|||||148.0|50.0
Montseny|8137||||||||||44.0|
Montserrat|46172|235.0|6.0|86.0|13.0|35.0|59.0|67.0|21.0|27.0|549.0|193.0
Monturque|14044|44.0||14.0||9.0|||||89.0|22.0
Montuïri|7038|67.0||47.0||14.0|||||207.0|79.0
Montán|12078||||||||||21.0|
Montánchez|10126|59.0||19.0||13.0|||||114.0|23.0
Monzón|22158|375.0|11.0|133.0|48.0|81.0|132.0|206.0|45.0|81.0|1112.0|523.0
Monzón de Campos|34108||||||||||28.0|
Monóvar/Monòver|3089|279.0|8.0|77.0|11.0|136.0|73.0|61.0|32.0|45.0|722.0|230.0
Mora|45106|274.0||90.0||55.0|69.0|61.0|15.0|29.0|604.0|185.0
Mora de Rubielos|44158|54.0||29.0||14.0|||||136.0|39.0
Moradillo de Roa|9228||||||||||12.0|
Moral de Calatrava|13058|151.0|5.0|98.0|11.0|32.0|26.0|22.0|11.0|9.0|365.0|84.0
Moral de Sayago|49124||||||||||14.0|
Moral de la Reina|47094||||||||||4.0|
Moraleda de Zafayona|18138|103.0||35.0||15.0|||||206.0|53.0
Moraleja|10128|259.0|4.0|67.0|12.0|42.0|56.0|48.0|21.0|34.0|543.0|175.0
Moraleja de Enmedio|28089|227.0||104.0||96.0|51.0|46.0|24.0|32.0|586.0|159.0
Moraleja de Sayago|49126||||||||||9.0|
Moraleja del Vino|49125|47.0||24.0||8.0|||||109.0|30.0
Morales de Campos|47096||||||||||6.0|
Morales de Rey|49128||||||||||29.0|
Morales de Toro|49129||||||||||66.0|
Morales del Vino|49127|70.0||23.0||22.0|||||203.0|88.0
Moralina|49131||||||||||22.0|
Moralzarzal|28090|237.0|31.0|123.0|25.0|29.0|111.0|212.0|30.0|120.0|918.0|529.0
Morasverdes|37204||||||||||14.0|
Morata de Jalón|50175|20.0||||8.0|||||38.0|
Morata de Jiloca|50176||||||||||11.0|
Morata de Tajuña|28091|146.0|6.0|79.0|7.0|22.0|53.0|37.0|10.0|23.0|383.0|136.0
Moratalla|30028|235.0|5.0|69.0|11.0|58.0|44.0|37.0|6.0|22.0|487.0|125.0
Moratilla de los Meleros|19194||||||||||7.0|
Moraña|36032|92.0||60.0||23.0|||||258.0|83.0
Morcillo|10129||||||||||14.0|
Morcín|33038|58.0||31.0||16.0|||||165.0|60.0
Moreda de Álava/Moreda Araba|1039||||||||||16.0|
Morell, El|43095|83.0||32.0||18.0|||||218.0|85.0
Morella|12080|130.0||27.0||29.0|||||312.0|126.0
Morelábor|18909||||||||||17.0|
Morentin|31174||||||||||5.0|
Morera de Montsant, La|43096||||||||||14.0|
Morera, La|6089||||||||||31.0|
Moreruela de Tábara|49133||||||||||9.0|
Moreruela de los Infanzones|49132||||||||||9.0|
Morga|48066||||||||||23.0|
Moriles|14045|97.0||49.0||27.0|||||230.0|57.0
Morille|37205||||||||||8.0|
Moriscos|37207||||||||||22.0|
Moros|50178||||||||||5.0|
Morés|50177||||||||||20.0|
Morón de Almazán|42123||||||||||14.0|
Morón de la Frontera|41065|610.0|14.0|130.0|33.0|112.0|153.0|148.0|53.0|83.0|1336.0|484.0
Mos|36033|598.0|8.0|146.0|18.0|155.0|99.0|117.0|39.0|52.0|1232.0|333.0
Moscardón|44159||||||||||6.0|
Mosqueruela|44160||||||||||53.0|
Mota del Cuervo|16133|199.0||87.0|17.0|58.0|50.0|51.0||26.0|500.0|156.0
Mota del Marqués|47097||||||||||34.0|
Motilla del Palancar|16134|203.0|5.0|55.0|11.0|58.0|46.0|68.0|20.0|32.0|498.0|182.0
Motilleja|2052||||||||||19.0|
Motril|18140|1345.0|34.0|409.0|77.0|138.0|358.0|501.0|160.0|261.0|3283.0|1391.0
Moya|35013|186.0||64.0|13.0|21.0|42.0|43.0||25.0|398.0|127.0
Moyuela|50179||||||||||8.0|
Mozoncillo|40134||||||||||51.0|
Mozota|50180||||||||||4.0|
Mozárbez|37209||||||||||34.0|
Mucientes|47098||||||||||44.0|
Mudarra, La|47099||||||||||14.0|
Muduex|19196||||||||||4.0|
Muel|50181|37.0||13.0||25.0|||||107.0|32.0
Muela, La|50182|212.0|5.0|73.0|7.0|105.0|33.0|64.0|32.0|19.0|550.0|160.0
Muelas de los Caballeros|49134||||||||||7.0|
Muelas del Pan|49135||||||||||24.0|
Mues|31175||||||||||6.0|
Muga de Sayago|49136||||||||||30.0|
Mugardos|15051|105.0||32.0|8.0|5.0|28.0|33.0||19.0|236.0|94.0
Mula|30029|357.0|8.0|119.0|19.0|53.0|98.0|117.0|31.0|45.0|847.0|318.0
Mundaka|48068|34.0||8.0||6.0|||||98.0|50.0
Munera|2053|100.0||53.0||17.0|||||231.0|61.0
Mungia|48069|448.0|28.0|131.0|21.0|143.0|108.0|238.0|28.0|172.0|1317.0|595.0
Muniesa|44161||||||||||39.0|
Munilla|26098||||||||||10.0|
Munitibar-Arbatzegi Gerrikaitz|48007||||||||||20.0|
Muntanyola|8129||||||||||51.0|
Munébrega|50183||||||||||15.0|
Mura|8139||||||||||27.0|
Muras|27033||||||||||24.0|
Murchante|31176|83.0||57.0||32.0|||||252.0|80.0
Murcia|30030|11240.0|668.0|3885.0|807.0|1773.0|3250.0|6618.0|1729.0|3320.0|33290.0|16392.0
Murero|50184||||||||||5.0|
Murias de Paredes|24101||||||||||15.0|
Murieta|31177||||||||||24.0|
Murillo de Gállego|50185||||||||||24.0|
Murillo de Río Leza|26099|43.0||20.0||10.0|||||99.0|26.0
Murillo el Cuende|31178||||||||||31.0|
Murillo el Fruto|31179||||||||||30.0|
Murla|3091||||||||||19.0|
Muro|7039|189.0|5.0|143.0|5.0|42.0|57.0|69.0|15.0|20.0|545.0|171.0
Muro de Aguas|26100||||||||||4.0|
Muro de Alcoy|3092|271.0|9.0|138.0|15.0|136.0|72.0|95.0|42.0|37.0|815.0|270.0
Muros|15053|202.0|4.0|75.0|13.0|16.0|42.0|38.0|5.0|29.0|424.0|131.0
Muros de Nalón|33039|59.0|||||||||107.0|32.0
Murtas|18141||||||||||16.0|
Murueta|48908||||||||||14.0|
Muruzábal|31180||||||||||16.0|
Museros|46177|201.0|4.0|71.0|6.0|55.0|35.0|85.0|30.0|33.0|520.0|193.0
Muskiz|48071|165.0|9.0|64.0|6.0|26.0|30.0|37.0|6.0|34.0|377.0|122.0
Mutiloa|20057||||||||||15.0|
Mutriku|20056|106.0|4.0|30.0|4.0|30.0|25.0|13.0|4.0|17.0|233.0|67.0
Mutxamel|3090|647.0|44.0|242.0|40.0|66.0|170.0|335.0|109.0|177.0|1830.0|875.0
Muxika|48067|31.0||19.0||10.0|||||89.0|29.0
Muxía|15052|130.0||53.0||22.0|||||274.0|69.0
Muíños|32051|19.0||15.0|||||||45.0|
Muñana|5135||||||||||35.0|
Muñico|5136||||||||||8.0|
Muñogalindo|5138||||||||||18.0|
Muñopedro|40135||||||||||12.0|
Muñoveros|40136||||||||||10.0|
Málaga|29067|15080.0|939.0|4013.0|1040.0|1450.0|4025.0|8660.0|2749.0|4105.0|42061.0|21518.0
Málaga del Fresno|19166||||||||||5.0|
Mélida|31164||||||||||36.0|
Méntrida|45099|111.0||86.0||19.0|39.0|39.0|6.0|20.0|326.0|110.0
Mérida|6083|1651.0|61.0|424.0|103.0|176.0|401.0|721.0|177.0|364.0|4078.0|1827.0
Móra d'Ebre|43093|142.0|5.0|54.0|7.0|26.0|36.0|67.0|27.0|30.0|394.0|172.0
Móra la Nova|43094|83.0||24.0||11.0|||||198.0|80.0
Móstoles|28092|3800.0|217.0|1606.0|208.0|417.0|1049.0|1426.0|411.0|758.0|9892.0|4069.0
Nabarniz|48909||||||||||13.0|
Nacimiento|4065||||||||||17.0|
Nalda|26103|30.0||13.0||5.0|||||73.0|25.0
Nalec|25145||||||||||4.0|
Nambroca|45107|91.0||34.0||29.0|||||292.0|138.0
Narros|42128||||||||||6.0|
Narros de Matalayegua|37211||||||||||9.0|
Narros de Saldueña|5149||||||||||6.0|
Narros del Castillo|5147||||||||||6.0|
Narón|15054|825.0|18.0|318.0|48.0|141.0|282.0|312.0|61.0|174.0|2179.0|895.0
Naut Aran|25025|100.0||22.0||7.0|||||270.0|141.0
Nava|33040|168.0||74.0||35.0|39.0|40.0|10.0|25.0|397.0|120.0
Nava de Arévalo|5152||||||||||42.0|
Nava de Béjar|37213||||||||||6.0|
Nava de Francia|37214||||||||||8.0|
Nava de Ricomalillo, La|45108||||||||||41.0|
Nava de Roa|9229||||||||||11.0|
Nava de Santiago, La|6090||||||||||26.0|
Nava de Sotrobal|37215||||||||||5.0|
Nava de la Asunción|40138|91.0||42.0||20.0|||||202.0|49.0
Nava del Rey|47101|58.0||37.0||10.0|||||126.0|21.0
Nava, La|21051||||||||||10.0|
Navacarros|37212||||||||||5.0|
Navacepedilla de Corneja|5151||||||||||4.0|
Navacerrada|28093|89.0||30.0||9.0|||||281.0|153.0
Navaconcejo|10130|62.0||26.0||7.0|||||123.0|28.0
Navafría|40139||||||||||29.0|
Navahermosa|45109|114.0||50.0||48.0|||||266.0|54.0
Navahondilla|5156||||||||||12.0|
Navajas|12081||||||||||50.0|
Naval|22160||||||||||12.0|
Navalafuente|28094|32.0|||||||||89.0|41.0
Navalagamella|28095|47.0|||||||||140.0|67.0
Navalcarnero|28096|656.0|48.0|368.0|38.0|105.0|183.0|302.0|94.0|152.0|1946.0|817.0
Navalcán|45110|35.0||18.0|||||||70.0|
Navaleno|42129||||||||||58.0|
Navales|37216||||||||||24.0|
Navalilla|40140||||||||||5.0|
Navalmanzano|40141|32.0||16.0||10.0|||||68.0|10.0
Navalmoral|5158||||||||||27.0|
Navalmoral de la Mata|10131|477.0|9.0|124.0|17.0|59.0|116.0|156.0|50.0|112.0|1120.0|460.0
Navalmorales, Los|45112|49.0||32.0||14.0|||||120.0|25.0
Navalonguilla|5159||||||||||9.0|
Navalosa|5160||||||||||15.0|
Navalperal de Pinares|5161||||||||||42.0|
Navalpino|13059||||||||||12.0|
Navalucillos, Los|45113|56.0||31.0||21.0|||||134.0|26.0
Navaluenga|5163|83.0||38.0||15.0|||||176.0|40.0
Navalvillar de Ibor|10132||||||||||16.0|
Navalvillar de Pela|6091|126.0||37.0||25.0|||||267.0|79.0
Navamorcuende|45114||||||||||37.0|
Navarcles|8140|122.0|6.0|66.0|9.0|42.0|33.0|62.0|31.0|23.0|394.0|164.0
Navardún|50186||||||||||4.0|
Navares de Enmedio|40143||||||||||5.0|
Navares de las Cuevas|40144||||||||||4.0|
Navaridas|1041||||||||||19.0|
Navarredonda de Gredos|5165||||||||||35.0|
Navarredonda y San Mamés|28097||||||||||11.0|
Navarredondilla|5166||||||||||12.0|
Navarrete|26105|88.0||48.0||62.0|||||283.0|85.0
Navarrevisca|5167||||||||||11.0|
Navarrés|46179|69.0||25.0||13.0|||||148.0|41.0
Navas de Estena|13060||||||||||13.0|
Navas de Jorquera|2054||||||||||14.0|
Navas de Oro|40145|39.0||14.0||9.0|||||81.0|19.0
Navas de Riofrío|40904||||||||||41.0|
Navas de San Antonio|40146||||||||||21.0|
Navas de San Juan|23063|118.0||15.0||15.0|||||223.0|75.0
Navas de la Concepción, Las|41066|42.0||5.0||7.0|||||70.0|16.0
Navas del Madroño|10133|36.0||16.0||4.0|||||63.0|7.0
Navas del Marqués, Las|5168|137.0||102.0||37.0|30.0|35.0|14.0|18.0|386.0|110.0
Navas del Rey|28099|81.0||46.0||6.0|||||206.0|73.0
Navascués/Nabaskoze|31181||||||||||7.0|
Navasfrías|37221||||||||||20.0|
Navata|17111|27.0||17.0||4.0|||||106.0|58.0
Navatalgordo|5169||||||||||9.0|
Navezuelas|10134||||||||||27.0|
Navia|33041|274.0|4.0|85.0|16.0|26.0|65.0|81.0|16.0|59.0|626.0|241.0
Navia de Suarna|27034|34.0||16.0|||||||67.0|
Navianos de Valverde|49137||||||||||5.0|
Navàs|8141|156.0||84.0||47.0|31.0|59.0|36.0|32.0|456.0|169.0
Navès|25146||||||||||31.0|
Nazar|31182||||||||||5.0|
Neda|15055|98.0||37.0|8.0|23.0|38.0|24.0||15.0|247.0|89.0
Negreira|15056|192.0||94.0||31.0|49.0|47.0|13.0|42.0|476.0|159.0
Negrilla de Palencia|37222||||||||||5.0|
Negueira de Muñiz|27035||||||||||13.0|
Neila|9232||||||||||5.0|
Nerja|29075|751.0|25.0|263.0|22.0|60.0|161.0|267.0|196.0|116.0|1861.0|787.0
Nerpio|2055|38.0||20.0||8.0|||||77.0|11.0
Nerva|21052|129.0||16.0|6.0|9.0|23.0|29.0||8.0|226.0|72.0
Nevada|18903|20.0||5.0||7.0|||||45.0|13.0
Neves, As|36034|68.0||37.0||20.0|||||181.0|56.0
Niebla|21053|116.0||10.0||11.0|||||187.0|50.0
Nieva|40148||||||||||21.0|
Nigrán|36035|489.0|18.0|213.0|33.0|84.0|152.0|301.0|68.0|114.0|1472.0|686.0
Nigüelas|18143|29.0||17.0||12.0|||||88.0|30.0
Niharra|5172||||||||||6.0|
Noalejo|23064|48.0||10.0||15.0|||||85.0|12.0
Noblejas|45115|102.0||32.0||30.0|||||212.0|48.0
Noceda del Bierzo|24102||||||||||21.0|
Noez|45116||||||||||55.0|
Nogais, As|27037|32.0||8.0||4.0|||||58.0|14.0
Nogales|6092||||||||||35.0|
Nogueira de Ramuín|32052|37.0||19.0||5.0|||||102.0|41.0
Noguera de Albarracín|44163||||||||||7.0|
Nogueruelas|44165||||||||||15.0|
Noia|15057|394.0|10.0|149.0|26.0|54.0|105.0|128.0|30.0|90.0|986.0|389.0
Noja|39047|135.0||62.0||7.0|||||301.0|97.0
Nombela|45117||||||||||62.0|
Nonaspe|50189||||||||||61.0|
Noreña|33042|159.0|4.0|42.0|8.0|30.0|40.0|46.0|21.0|40.0|390.0|159.0
Nou de Berguedà, La|8142||||||||||15.0|
Nou de Gaià, La|43097||||||||||38.0|
Novales|22162||||||||||4.0|
Novallas|50190||||||||||49.0|
Novelda|3093|708.0|20.0|185.0|35.0|190.0|149.0|233.0|69.0|105.0|1694.0|611.0
Novelé/Novetlè|46180||||||||||73.0|
Noviercas|42132||||||||||7.0|
Novillas|50191||||||||||21.0|
Novés|45118|77.0||31.0||15.0|||||160.0|37.0
Noáin (Valle de Elorz)/Noain (Elortzibar)|31088|309.0|15.0|112.0|8.0|99.0|53.0|106.0|37.0|41.0|780.0|260.0
Nucia, la|3094|547.0|29.0|237.0|16.0|50.0|157.0|274.0|85.0|89.0|1484.0|650.0
Nueno|22163||||||||||46.0|
Nueva Carteya|14046|111.0|5.0|33.0||12.0|23.0|23.0||10.0|225.0|69.0
Nueva Villa de las Torres|47102||||||||||6.0|
Nuevo Baztán|28100|192.0|8.0|98.0|13.0|23.0|69.0|98.0|23.0|41.0|565.0|252.0
Nuez de Ebro|50193||||||||||52.0|
Nules|12082|336.0|9.0|90.0|18.0|46.0|82.0|136.0|37.0|48.0|802.0|330.0
Nulles|43098||||||||||23.0|
Numancia de la Sagra|45119|144.0||61.0||35.0|||||319.0|79.0
Nuévalos|50192||||||||||24.0|
Nuño Gómez|45120||||||||||7.0|
Nuñomoral|10135|28.0||15.0||4.0|||||57.0|10.0
Nàquera/Náquera|46178|225.0|10.0|74.0|18.0|59.0|67.0|135.0|28.0|36.0|652.0|294.0
Nájera|26102|265.0|4.0|68.0|12.0|67.0|62.0|75.0|72.0|26.0|651.0|251.0
Níjar|4066|838.0|8.0|171.0|27.0|75.0|118.0|150.0|61.0|40.0|1488.0|404.0
Nívar|18144|24.0|||||||||52.0|17.0
Obanos|31183||||||||||67.0|
Obejo|14047|34.0||6.0||5.0|||||65.0|20.0
Ocaña|45121|283.0|7.0|100.0|15.0|35.0|68.0|93.0|36.0|42.0|679.0|261.0
Ochagavía/Otsagabia|31185||||||||||52.0|
Ochánduri|26109||||||||||5.0|
Ocón|26108||||||||||9.0|
Odieta|31186||||||||||32.0|
Odèn|25148||||||||||18.0|
Odón|44168||||||||||4.0|
Oencia|24103||||||||||11.0|
Ogassa|17112||||||||||21.0|
Ogíjares|18145|461.0|20.0|108.0|23.0|63.0|104.0|168.0|50.0|84.0|1081.0|449.0
Ohanes|4067||||||||||19.0|
Oia|36036|78.0||43.0||4.0|||||184.0|59.0
Oiartzun|20063|398.0|23.0|150.0|10.0|112.0|76.0|136.0|8.0|63.0|976.0|316.0
Oiz|31187||||||||||12.0|
Ojacastro|26110||||||||||11.0|
Ojos Negros|44169||||||||||21.0|
Ojos-Albos|5173||||||||||4.0|
Ojén|29076|82.0||47.0||10.0|||||275.0|136.0
Ojós|30031||||||||||16.0|
Okondo|1042|28.0||15.0||9.0|||||74.0|22.0
Olaberria|20058||||||||||79.0|
Olaibar|31188||||||||||19.0|
Olazti/Olazagutía|31189|43.0||10.0||15.0|||||92.0|24.0
Olba|44171||||||||||18.0|
Oleiros|15058|899.0|81.0|324.0|76.0|109.0|291.0|706.0|165.0|330.0|2981.0|1649.0
Olesa de Bonesvalls|8146|51.0||37.0||7.0|||||134.0|39.0
Olesa de Montserrat|8147|506.0|26.0|192.0|37.0|91.0|152.0|197.0|109.0|120.0|1430.0|641.0
Oliana|25149|53.0||15.0||12.0|||||125.0|45.0
Oliete|44172||||||||||22.0|
Oliola|25150||||||||||6.0|
Olite/Erriberri|31191|119.0||46.0||40.0|||||306.0|101.0
Olius|25151||||||||||113.0|
Oliva|46181|645.0|23.0|277.0|28.0|92.0|174.0|223.0|48.0|117.0|1627.0|613.0
Oliva de Mérida|6094|23.0||13.0||9.0|||||56.0|11.0
Oliva de Plasencia|10136||||||||||16.0|
Oliva de la Frontera|6093|157.0||39.0||41.0|21.0|29.0||19.0|312.0|75.0
Oliva, La|35014|900.0|44.0|334.0|26.0|54.0|327.0|464.0|142.0|141.0|2432.0|1144.0
Olivar, El|19200||||||||||7.0|
Olivares|41067|214.0|6.0|82.0|8.0|36.0|48.0|45.0|11.0|31.0|481.0|149.0
Olivares de Duero|47103||||||||||21.0|
Olivares de Júcar|16139||||||||||19.0|
Olivella|8148|80.0||59.0||8.0|||||308.0|161.0
Olivenza|6095|310.0|4.0|92.0|11.0|47.0|70.0|71.0|23.0|37.0|665.0|216.0
Ollauri|26111||||||||||26.0|
Olleria, l'|46183|257.0|8.0|54.0|11.0|83.0|50.0|51.0|31.0|12.0|557.0|163.0
Olmeda de las Fuentes|28101||||||||||41.0|
Olmeda del Rey|16141||||||||||7.0|
Olmedilla de Alarcón|16142||||||||||11.0|
Olmedillo de Roa|9235||||||||||16.0|
Olmedo|47104|91.0||24.0||22.0|||||211.0|74.0
Olmillos de Castro|49138||||||||||6.0|
Olmos de Esgueva|47105||||||||||9.0|
Olocau|46182|33.0||11.0||5.0|||||101.0|52.0
Olocau del Rey|12083||||||||||10.0|
Olombrada|40149||||||||||32.0|
Olost|8149|37.0||10.0||18.0|||||100.0|35.0
Olot|17114|767.0|46.0|295.0|39.0|191.0|258.0|383.0|194.0|210.0|2383.0|1130.0
Oluges, Les|25152||||||||||8.0|
Olula del Río|4069|188.0||44.0||77.0|45.0|71.0|14.0|26.0|474.0|165.0
Olvan|8144||||||||||78.0|
Olvera|11024|214.0|5.0|64.0|12.0|35.0|43.0|49.0|11.0|33.0|466.0|153.0
Olèrdola|8145|135.0||55.0||56.0|||||399.0|153.0
Olías del Rey|45122|237.0|17.0|50.0|25.0|30.0|38.0|113.0|12.0|66.0|588.0|271.0
Olóriz/Oloritz|31192||||||||||11.0|
Omañas, Las|24104||||||||||8.0|
Omellons, Els|25153||||||||||15.0|
Omells de na Gaia, Els|25154||||||||||8.0|
Oncala|42135||||||||||4.0|
Onda|12084|783.0|12.0|185.0|24.0|215.0|159.0|194.0|85.0|104.0|1761.0|578.0
Ondara|3095|226.0|7.0|148.0|10.0|49.0|60.0|124.0|26.0|45.0|695.0|272.0
Ondarroa|48073|214.0||42.0|8.0|32.0|45.0|34.0||36.0|417.0|129.0
Onil|3096|194.0|8.0|60.0|7.0|134.0|56.0|67.0|23.0|36.0|585.0|197.0
Ontinyent|46184|988.0|61.0|304.0|64.0|350.0|218.0|435.0|206.0|209.0|2835.0|1193.0
Ontiñena|22165||||||||||24.0|
Ontur|2056|43.0||31.0||17.0|||||112.0|21.0
Ontígola|45123|115.0||42.0||26.0|||||295.0|112.0
Onzonilla|24105|107.0||29.0||29.0|||||214.0|49.0
Onís|33043||||||||||75.0|
Oquillas|9239||||||||||5.0|
Orba|3097|51.0||32.0||6.0|||||186.0|97.0
Orbaizeta|31195||||||||||17.0|
Orbaneja Riopico|9241||||||||||17.0|
Orce|18146|30.0|||||||||62.0|16.0
Orcera|23065|58.0||14.0||16.0|||||112.0|24.0
Ordes|15059|381.0|15.0|185.0|21.0|72.0|104.0|107.0|17.0|48.0|950.0|312.0
Ordis|17115||||||||||30.0|
Ordizia|20076|194.0|5.0|182.0|6.0|28.0|59.0|81.0|5.0|56.0|616.0|212.0
Orea|19204||||||||||12.0|
Orejana|40150||||||||||6.0|
Orellana de la Sierra|6096||||||||||13.0|
Orellana la Vieja|6097|93.0||28.0||13.0|||||174.0|40.0
Orendain|20905||||||||||11.0|
Orexa|20060||||||||||10.0|
Organyà|25155||||||||||79.0|
Orgaz|45124|84.0||31.0||25.0|||||177.0|37.0
Oria|4070|43.0||34.0||9.0|||||117.0|31.0
Orihuela|3099|2061.0|86.0|1068.0|128.0|264.0|450.0|997.0|594.0|338.0|5986.0|2593.0
Orihuela del Tremedal|44174||||||||||43.0|
Orio|20061|130.0|7.0|71.0||22.0|45.0|45.0||26.0|353.0|130.0
Oristà|8151||||||||||42.0|
Orkoien|31906|117.0||56.0||92.0|||||393.0|128.0
Ormaiztegi|20062|37.0||9.0||11.0|||||73.0|16.0
Oronz/Orontze|31198||||||||||5.0|
Oropesa|45125|64.0||27.0||16.0|||||165.0|58.0
Oropesa del Mar/Orpesa|12085|302.0|10.0|88.0|19.0|19.0|68.0|115.0|71.0|33.0|725.0|316.0
Oroso|15060|206.0|6.0|91.0|13.0|43.0|50.0|52.0|14.0|27.0|502.0|162.0
Orotava, La|38026|879.0|58.0|349.0|53.0|123.0|319.0|431.0|90.0|236.0|2538.0|1187.0
Oroz-Betelu/Orotz-Betelu|31199||||||||||6.0|
Orozko|48075|63.0||13.0||19.0|||||133.0|38.0
Orpí|8152||||||||||17.0|
Orrios|44175||||||||||7.0|
Ortigosa de Cameros|26112||||||||||18.0|
Ortigosa de Pestaño|40151||||||||||7.0|
Ortigosa del Monte|40901||||||||||46.0|
Ortigueira|15061|159.0||62.0||21.0|35.0|42.0|20.0|20.0|374.0|132.0
Ortuella|48083|196.0|6.0|80.0|7.0|60.0|41.0|40.0|8.0|26.0|464.0|128.0
Orusco de Tajuña|28102|20.0||12.0||4.0|||||57.0|21.0
