village_id|postalcodes
VILLANUEVA DEL FRESNO;06|06110
VILLAR DEL REY;06|06192
VILLAR DE RENA;06|06716,06717
VILLARTA DE LOS MONTES;06|06678
ZAFRA;06|06300
ZAHÍNOS;06|06129
ZALAMEA DE LA SERENA;06|06430
ZARZA-CAPILLA;06|06611
LA ZARZA;06|06830
VALDELACALZADA;06|06185
PUEBLONUEVO DEL GUADIANA;06|06184
GUADIANA DEL CAUDILLO;06|06186
ALARÓ;07|07340
ALAIOR;07|07730
ALCÚDIA;07|07400
ALGAIDA;07|07210,07220,07629
ANDRATX;07|07150,07157,07159,07160
ARTÀ;07|07570,07579
BANYALBUFAR;07|07190,07191
BINISSALEM;07|07350
BÚGER;07|07311
BUNYOLA;07|07010,07110,07193,07349
CALVIÀ;07|07160,07180,07181,07183,07184,07196
CAMPANET;07|07310
CAMPOS;07|07630,07638,07639
CAPDEPERA;07|07580,07589,07590
CIUTADELLA DE MENORCA;07|07750,07760,07769
CONSELL;07|07330
COSTITX;07|07144
DEIÀ;07|07179
ESCORCA;07|07315
ESPORLES;07|07190
ESTELLENCS;07|07192
FELANITX;07|07200,07208,07209,07669,07670
FERRERIES;07|07750
FORMENTERA;07|07860,07870,07871,07872
FORNALUTX;07|07109
EIVISSA;07|07800
INCA;07|07300
LLORET DE VISTALEGRE;07|07518
LLOSETA;07|07360
LLUBÍ;07|07430
LLUCMAJOR;07|07600,07609,07620,07639
MAÓ-MAHÓN;07|07700,07701,07702,07703,07712,07714
MANACOR;07|07500,07509,07680,07687,07688,07689
MANCOR DE LA VALL;07|07312
MARIA DE LA SALUT;07|07519
MARRATXÍ;07|07141
ES MERCADAL;07|07740,07748
MONTUÏRI;07|07230
MURO;07|07440,07458
PALMA;07|07001,07002,07003,07004,07005,07006,07007,07008,07009,07010,07011,07012,07013,07014,07015,07071,07120,07198,07199,07600,07608,07610
PETRA;07|07520
POLLENÇA;07|07460,07469,07470
PORRERES;07|07260
SA POBLA;07|07420
PUIGPUNYENT;07|07194,07195
SANT ANTONI DE PORTMANY;07|07800,07816,07820,07828
SENCELLES;07|07140,07143,07144,07511
SANT JOSEP DE SA TALAIA;07|07817,07818,07829,07830,07839
SANT JOAN;07|07240,07720
SANT JOAN DE LABRITJA;07|07810,07811,07812,07815
SANT LLORENÇ DES CARDASSAR;07|07530,07540,07560,07687
SANT LLUÍS;07|07710,07711,07713
SANTA EUGÈNIA;07|07142
SANTA EULÀRIA DES RIU;07|07800,07814,07819,07840,07849,07850
SANTA MARGALIDA;07|07450,07458,07459
SANTA MARÍA DEL CAMÍ;07|07320
SANTANYÍ;07|07560,07650,07659,07660,07669,07690,07691,07760,07850
SELVA;07|07313,07314,07316,07369
SES SALINES;07|07638,07640,07740
SINEU;07|07510
SÓLLER;07|07100,07101,07108,07179
SON SERVERA;07|07550,07559,07560,07750
VALLDEMOSSA;07|07170,07190
ES CASTELL;07|07720
VILAFRANCA DE BONANY;07|07250
ARIANY;07|07259,07529
ES MIGJORN GRAN;07|07749
ABRERA;08|08630
AGUILAR DE SEGARRA;08|08256
ALELLA;08|08328
ALPENS;08|08587
L'AMETLLA DEL VALLÈS;08|08480
ARENYS DE MAR;08|08350
ARENYS DE MUNT;08|08350,08358
ARGENÇOLA;08|08717
ARGENTONA;08|08310
ARTÉS;08|08271
AVIÀ;08|08610,08699
AVINYÓ;08|08279
AVINYONET DEL PENEDÈS;08|08731,08734,08793,08798
AIGUAFREDA;08|08591
BADALONA;08|08911,08912,08913,08914,08915,08916,08917,08918
BAGÀ;08|08695
BALENYÀ;08|08550
BALSARENY;08|08660
BARCELONA;08|08001,08002,08003,08004,08005,08006,08007,08008,08009,08010,08011,08012,08013,08014,08015,08016,08017,08018,08019,08020,08021,08022,08023,08024,08025,08026,08027,08028,08029,08030,08031,08032,08033,08034,08035,08036,08037,08038,08039,08040,08041,08042
BEGUES;08|08859
BELLPRAT;43|43421,43431
BERGA;08|08600
BIGUES I RIELLS;08|08415,08416
BORREDÀ;08|08619
EL BRUC;08|08294
EL BRULL;08|08559
LES CABANYES;08|08794
CABRERA D'ANOIA;08|08718
CABRERA DE MAR;08|08349
CABRILS;08|08348,08384
CALAF;08|08280
CALDES D'ESTRAC;08|08393
CALDES DE MONTBUI;08|08140
CALDERS;08|08275
CALELLA;08|08370
CALONGE DE SEGARRA;08|08281
CALLDETENES;08|08506
CALLÚS;08|08262
CAMPINS;08|08470,08472
CANET DE MAR;08|08360
CANOVELLES;08|08420
CÀNOVES I SAMALÚS;08|08440,08445,08530
CANYELLES;08|08811
CAPELLADES;08|08786
CAPOLAT;08|08619
CARDEDEU;08|08440
CARDONA;08|08261
CARME;08|08787
CASSERRES;08|08693
CASTELLAR DEL RIU;08|08619
CASTELLAR DEL VALLÈS;08|08211
CASTELLAR DE N'HUG;08|08696
CASTELLBELL I EL VILAR;08|08296
CASTELLBISBAL;08|08755
CASTELLCIR;08|08183
CASTELLDEFELS;08|08860
CASTELL DE L'ARENY;08|08604
CASTELLET I LA GORNAL;08|08729,08732
CASTELLFOLLIT DEL BOIX;08|08255
CASTELLFOLLIT DE RIUBREGÓS;08|08281
CASTELLGALÍ;08|08297
CASTELLNOU DE BAGES;08|08251
CASTELLOLÍ;08|08719
CASTELLTERÇOL;08|08183
CASTELLVÍ DE LA MARCA;08|08732
CASTELLVÍ DE ROSANES;08|08769
CENTELLES;08|08540
CERVELLÓ;08|08758
COLLBATÓ;08|08293
COLLSUSPINA;08|08178
COPONS;08|08289
CORBERA DE LLOBREGAT;08|08757
CORNELLÀ DE LLOBREGAT;08|08940
CUBELLES;08|08880
DOSRIUS;08|08318,08319
ESPARREGUERA;08|08292
ESPLUGUES DE LLOBREGAT;08|08950
L'ESPUNYOLA;08|08614
L'ESTANY;08|08148,08184
FÍGOLS;08|08699
FOGARS DE MONTCLÚS;08|08470,08479
FOGARS DE LA SELVA;08|08495
FOLGUEROLES;08|08519
FONOLLOSA;08|08259
FONT-RUBÍ;08|08736,08739
LES FRANQUESES DEL VALLÈS;08|08520,08521
GALLIFA;08|08146
LA GARRIGA;08|08530
GAVÀ;08|08850
GAIÀ;08|08672
GELIDA;08|08790
GIRONELLA;08|08680
GISCLARENY;08|08695
LA GRANADA;08|08792
GRANERA;08|08183
GRANOLLERS;08|08401,08402,08403
GUALBA;08|08474
SANT SALVADOR DE GUARDIOLA;08|08253
GUARDIOLA DE BERGUEDÀ;08|08694
GURB;08|08503
L'HOSPITALET DE LLOBREGAT;08|08901,08902,08903,08904,08905,08906,08907,08908
IGUALADA;08|08700
JORBA;08|08519,08719
LA LLACUNA;08|08779
LA LLAGOSTA;08|08120
LLINARS DEL VALLÈS;08|08450
LLIÇÀ D'AMUNT;08|08186
LLIÇÀ DE VALL;08|08185
LLUÇÀ;08|08514
MALGRAT DE MAR;08|08380
MALLA;08|08519
MANLLEU;08|08560
MANRESA;08|08240,08241,08242,08243
MARTORELL;08|08760
MARTORELLES;08|08107
LES MASIES DE RODA;08|08510
LES MASIES DE VOLTREGÀ;08|08508,08509
EL MASNOU;08|08320
MASQUEFA;08|08782,08783
MATADEPERA;08|08230
MATARÓ;08|08301,08302,08303,08304
MEDIONA;08|08773
MOLINS DE REI;08|08750
MOLLET DEL VALLÈS;08|08100,08104
MONTCADA I REIXAC;08|08110
MONTGAT;08|08390
MONISTROL DE MONTSERRAT;08|08691
MONISTROL DE CALDERS;08|08275
MUNTANYOLA;08|08505,08529
MONTCLAR;08|08605
MONTESQUIU;08|08589,08585
MONTMAJOR;08|08612
MONTMANEU;08|08717
FIGARÓ-MONTMANY;08|08590
MONTMELÓ;08|08160
MONTORNÈS DEL VALLÈS;08|08170
MONTSENY;08|08469
MOIÀ;08|08180
MURA;08|08278
NAVARCLES;08|08270
NAVÀS;08|08269,08670
LA NOU DE BERGUEDÀ;08|08698
ÒDENA;08|08711
OLVAN;08|08611,08699
OLÈRDOLA;08|08734,08799
OLESA DE BONESVALLS;08|08795
OLESA DE MONTSERRAT;08|08640
OLIVELLA;08|08818
OLOST;08|08516
ORÍS;08|08573
ORISTÀ;08|08518
ORPÍ;08|08787
ÒRRIUS;08|08317
PACS DEL PENEDÈS;08|08796
PALAFOLLS;08|08389
PALAU-SOLITÀ I PLEGAMANS;08|08184
PALLEJÀ;08|08753,08780
EL PAPIOL;08|08754
PARETS DEL VALLÈS;08|08150
PERAFITA;08|08589
PIERA;08|08784,08101
ELS HOSTALETS DE PIEROLA;08|08781
PINEDA DE MAR;08|08397
EL PLA DEL PENEDÈS;08|08733
LA POBLA DE CLARAMUNT;08|08787
LA POBLA DE LILLET;08|08696
POLINYÀ;08|08213
PONTONS;08|08738
EL PRAT DE LLOBREGAT;08|08820
ELS PRATS DE REI;08|08281
PRATS DE LLUÇANÈS;08|08513
PREMIÀ DE MAR;08|08330
PUIGDÀLBER;08|08797
PUIG-REIG;08|08692
PUJALT;08|08282
LA QUAR;08|08619
RAJADELL;08|08256
RELLINARS;08|08299
RIPOLLET;08|08291
LA ROCA DEL VALLÈS;08|08430
EL PONT DE VILOMARA I ROCAFORT;08|08254
RODA DE TER;08|08510
RUBÍ;08|08161,08191
RUBIÓ;08|08719
SABADELL;08|08201,08202,08203,08204,08205,08206,08207,08208
SAGÀS;08|08619
SANT PERE SALLAVINERA;08|08281
SALDES;08|08697,08699
SALLENT;08|08650
SANTPEDOR;08|08251
SANT ISCLE DE VALLALTA;08|08359
SANT ADRIÀ DE BESÒS;08|08930
SANT AGUSTÍ DE LLUÇANÈS;08|08589,08586
SANT ANDREU DE LA BARCA;08|08740
SANT ANDREU DE LLAVANERES;08|08392
SANT ANTONI DE VILAMAJOR;08|08459
SANT BARTOMEU DEL GRAU;08|08519,08503
SANT BOI DE LLOBREGAT;08|08220,08830
SANT BOI DE LLUÇANÈS;08|08589
SANT CELONI;08|08470,08476,08770
SANT CEBRIÀ DE VALLALTA;08|08396
SANT CLIMENT DE LLOBREGAT;08|08849
SANT CUGAT DEL VALLÈS;08|08172,08173,08174,08175,08190,08195,08196,08197,08198
SANT CUGAT SESGARRIGUES;08|08798
SANT ESTEVE DE PALAUTORDERA;08|08460,08461
SANT ESTEVE SESROVIRES;08|08635,08782
SANT FOST DE CAMPSENTELLES;08|08105
SANT FELIU DE CODINES;08|08182
SANT FELIU DE LLOBREGAT;08|08980
SANT FELIU SASSERRA;08|08274
SANT FRUITÓS DE BAGES;08|08272
VILASSAR DE DALT;08|08339
SANT HIPÒLIT DE VOLTREGÀ;08|08512
SANT JAUME DE FRONTANYÀ;08|08619
SANT JOAN DESPÍ;08|08970
SANT JOAN DE VILATORRADA;08|08250
VILASSAR DE MAR;08|08340
SANT JULIÀ DE VILATORTA;08|08504
SANT JUST DESVERN;08|08960
SANT LLORENÇ D'HORTONS;08|08791
SANT LLORENÇ SAVALL;08|08212,08458
SANT MARTÍ DE CENTELLES;08|08592
SANT MARTÍ D'ALBARS;08|08515
SANT MARTÍ DE TOUS;08|08712
SANT MARTÍ SARROCA;08|08731
SANT MARTÍ SESGUEIOLES;08|08282
SANT MATEU DE BAGES;08|08263,08269
PREMIÀ DE DALT;08|08338
SANT PERE DE RIBES;08|08810,08812
SANT PERE DE RIUDEBITLLES;08|08776
SANT PERE DE TORELLÓ;08|08572
SANT PERE DE VILAMAJOR;08|08458,08459,08460
SANT POL DE MAR;08|08395
SANT QUINTÍ DE MEDIONA;08|08777
SANT QUIRZE DE BESORA;08|08508,08580
SANT QUIRZE DEL VALLÈS;08|08192,08194,08228
SANT QUIRZE SAFAJA;08|08189
SANT SADURNÍ D'ANOIA;08|08770
SANT SADURNÍ D'OSORMORT;08|08519
MARGANELL;08|08298
SANTA CECÍLIA DE VOLTREGÀ;08|08509
SANTA COLOMA DE CERVELLÓ;08|08690
SANTA COLOMA DE GRAMENET;08|08921,08922,08923,08924
SANTA EUGÈNIA DE BERGA;08|08507,08257
SANTA EULÀLIA DE RIUPRIMER;08|08505
SANTA EULÀLIA DE RONÇANA;08|08187
SANTA FE DEL PENEDÈS;08|08792
SANTA MARGARIDA DE MONTBUI;08|08710
SANTA MARGARIDA I ELS MONJOS;08|08730
BARBERÀ DEL VALLÈS;08|08210
SANTA MARIA DE BESORA;08|08584,08589
L'ESQUIROL;08|08511,08569
SANTA MARIA DE MERLÈS;08|08517,08619
SANTA MARIA DE MARTORELLES;08|08106
SANTA MARIA DE MIRALLES;08|08787
SANTA MARIA D'OLÓ;08|08273
SANTA MARIA DE PALAUTORDERA;08|08460
SANTA PERPÈTUA DE MOGODA;08|08130
SANTA SUSANNA;08|08398
SANT VICENÇ DE CASTELLET;08|08295
SANT VICENÇ DELS HORTS;08|08620
SANT VICENÇ DE MONTALT;08|08394
SANT VICENÇ DE TORELLÓ;08|08571
CERDANYOLA DEL VALLÈS;08|08193,08290
SENTMENAT;08|08181
CERCS;08|08698
SEVA;08|08553,08554
SITGES;08|08870,08871
SOBREMUNT;08|08589
SORA;08|08588
SUBIRATS;08|08739
SÚRIA;08|08260
TAVÈRNOLES;08|08519
TAGAMANENT;08|08593
TALAMANCA;08|08278
TARADELL;08|08552
TERRASSA;08|08221,08222,08223,08224,08225,08226,08227,08228,08801
TAVERTET;08|08511
TEIÀ;08|08329
TIANA;08|08391
TONA;08|08551
TORDERA;08|08490
TORELLÓ;08|08570
LA TORRE DE CLARAMUNT;08|08789
TORRELAVIT;08|08775
TORRELLES DE FOIX;08|08737
TORRELLES DE LLOBREGAT;08|08629
ULLASTRELL;08|08231
VACARISSES;08|08233
VALLBONA D'ANOIA;08|08785
VALLCEBRE;08|08699
VALLGORGUINA;08|08470,08471
VALLIRANA;08|08759
VALLROMANES;08|08188
VECIANA;08|08289
VIC;08|08500,08519
VILADA;08|08613
VILADECAVALLS;08|08232
VILADECANS;08|08840
VILANOVA DEL CAMÍ;08|08788
VILANOVA DE SAU;08|08519
VILOBÍ DEL PENEDÈS;08|08735
VILAFRANCA DEL PENEDÈS;08|08720
VILALBA SASSERRA;08|08455
VILANOVA I LA GELTRÚ;08|08800
VIVER I SERRATEIX;08|08673
RUPIT I PRUIT;08|08569
VILANOVA DEL VALLÈS;08|08410
SANT JULIÀ DE CERDANYOLA;08|08694
BADIA DEL VALLÈS;08|08214
LA PALMA DE CERVELLÓ;08|08756
ABAJAS;09|09141,09592
ADRADA DE HAZA;09|09462
AGUAS CÁNDIDAS;09|09593
AGUILAR DE BUREBA;09|09249
ALBILLOS;09|09239
ALCOCERO DE MOLA;09|09258
ALFOZ DE BRICIA;09|09233,09571,09572
ALFOZ DE BRICIA;39|39232
ALFOZ DE SANTA GADEA;09|09570,09571
ALTABLE;09|09219
LOS ALTOS;09|09146,09551,09559
AMEYUGO;09|09219
ANGUIX;09|09312
ARANDA DE DUERO;09|09370,09400,09450
ARANDILLA;09|09410
ARAUZO DE MIEL;09|09451,09631
ARAUZO DE SALCE;09|09451
ARAUZO DE TORRE;09|09451
ARCOS;09|09195,09239
ARENILLAS DE RIOPISUERGA;09|09107
ARIJA;09|09570
ARLANZÓN;09|09199
ARRAYA DE OCA;09|09292
ATAPUERCA;09|09199
LOS AUSINES;09|09194,09351,09642
AVELLANOSA DE MUÑÓ;09|09345
BAHABÓN DE ESGUEVA;09|09350
LOS BALBASES;09|09119
BAÑOS DE VALDEARADOS;09|09450
BAÑUELOS DE BUREBA;09|09248
BARBADILLO DE HERREROS;09|09615
BARBADILLO DEL MERCADO;09|09613
BARBADILLO DEL PEZ;09|09614
BARRIO DE MUÑÓ;09|09226
LOS BARRIOS DE BUREBA;09|09246,09249
BARRIOS DE COLINA;09|09199
BASCONCILLOS DEL TOZO;09|09125,09126,09127
BASCUÑANA;09|09259
BELBIMBRE;09|09226
BELORADO;09|09248,09250,09258,09267,09272
BERBERANA;01|01427
BERBERANA;09|09511
BERLANGAS DE ROA;09|09316
BERZOSA DE BUREBA;09|09245
BOZOÓ;09|09214,09219
BRAZACORTA;09|09490
BRIVIESCA;09|09240,09245,09248,09249,09292
BUGEDO;09|09293
BUNIEL;09|09230
BURGOS;09|09001,09002,09003,09004,09005,09006,09007,09192,09193,09199
BUSTO DE BUREBA;09|09244
CABAÑES DE ESGUEVA;09|09350
CABEZÓN DE LA SIERRA;09|09612
CAVIA;09|09239
CALERUEGA;09|09451
CAMPILLO DE ARANDA;09|09493
CAMPOLARA;09|09650
CANICOSA DE LA SIERRA;09|09692
CANTABRANA;09|09593
CARAZO;09|09611
CARCEDO DE BUREBA;09|09246,09592
CARCEDO DE BURGOS;09|09193,09194
CARDEÑADIJO;09|09194
CARDEÑAJIMENO;09|09193,09199
CARDEÑUELA RIOPICO;09|09192
CARRIAS;09|09248
CASCAJARES DE BUREBA;09|09280
CASCAJARES DE LA SIERRA;09|09640
CASTELLANOS DE CASTRO;09|09227
CASTILDELGADO;09|09259
CASTIL DE PEONES;09|09258
CASTRILLO DE LA REINA;09|09691
CASTRILLO DE LA VEGA;09|09391
CASTRILLO DEL VAL;09|09193,09198
CASTRILLO DE RIOPISUERGA;09|09108
CASTRILLO MOTA DE JUDÍOS;09|09107
CASTROJERIZ;09|09109,09110,09119
CAYUELA;09|09239
CEBRECOS;09|09348
CELADA DEL CAMINO;09|09226
CEREZO DE RÍO TIRÓN;09|09270
CERRATÓN DE JUARROS;09|09292
CIADONCHA;09|09228
CILLAPERLATA;09|09213
CILLERUELO DE ABAJO;09|09349
CILLERUELO DE ARRIBA;09|09349
CIRUELOS DE CERVERA;09|09610
COGOLLOS;09|09320
CONDADO DE TREVIÑO;01|01118,01211
CONDADO DE TREVIÑO;09|09215,09216,09217,09218,09294
CONTRERAS;09|09613
CORUÑA DEL CONDE;09|09410
COVARRUBIAS;09|09346,09347
CUBILLO DEL CAMPO;09|09352
CUBO DE BUREBA;09|09251
LA CUEVA DE ROA;09|09315
CUEVAS DE SAN CLEMENTE;09|09641
ENCÍO;09|09219,09280
ESPINOSA DE CERVERA;09|09610
ESPINOSA DEL CAMINO;09|09258
ESPINOSA DE LOS MONTEROS;09|09560,09566,09567,09569
ESTÉPAR;09|09230,09239
FONTIOSO;09|09349
FRANDOVÍNEZ;09|09230
FRESNEDA DE LA SIERRA TIRÓN;09|09267
FRESNEÑA;09|09259
FRESNILLO DE LAS DUEÑAS;09|09491
FRESNO DE RÍO TIRÓN;09|09272
FRESNO DE RODILLA;09|09290
FRÍAS;09|09211
FUENTEBUREBA;09|09244
FUENTECÉN;09|09315
FUENTELCÉSPED;09|09471
FUENTELISENDO;09|09318
FUENTEMOLINOS;09|09315
FUENTENEBRO;09|09461
FUENTESPINA;09|09471
GALBARROS;09|09247
LA GALLEGA;09|09612
GRIJALBA;09|09128
GRISALEÑA;09|09245
GUMIEL DE IZÁN;09|09370
GUMIEL DE MERCADO;09|09443
HACINAS;09|09611
HAZA;09|09436,09463
HONTANAS;09|09227
HONTANGAS;09|09462
HONTORIA DE LA CANTERA;09|09351
HONTORIA DEL PINAR;09|09619,09660
HONTORIA DE VALDEARADOS;09|09450
LAS HORMAZAS;09|09133,09150
HORNILLOS DEL CAMINO;09|09230
LA HORRA;09|09311
HORTIGÜELA;09|09640
HOYALES DE ROA;09|09316
HUÉRMECES;09|09125,09150
HUERTA DE ARRIBA;09|09614
HUERTA DE REY;09|09430,09454
HUMADA;09|09124,09126
HURONES;09|09191
IBEAS DE JUARROS;09|09128,09194,09198
IBRILLOS;09|09259
IGLESIARRUBIA;09|09345,09678
IGLESIAS;09|09227
ISAR;09|09133,09653,09654
ITERO DEL CASTILLO;09|09107
JARAMILLO DE LA FUENTE;09|09640
JARAMILLO QUEMADO;09|09640
JUNTA DE TRASLALOMA;09|09510,09514
JUNTA DE VILLALBA DE LOSA;09|09511
JURISDICCIÓN DE LARA;09|09640,09651
JURISDICCIÓN DE SAN ZADORNIL;01|01427
LERMA;09|09340,09341,09347,09348,09349
LLANO DE BUREBA;09|09246
MADRIGAL DEL MONTE;09|09320
MADRIGALEJO DEL MONTE;09|09330,09390
MAHAMUD;09|09228
MAMBRILLA DE CASTREJÓN;09|09317
MAMBRILLAS DE LARA;09|09640,09642
MAMOLAR;09|09612
MANCILES;09|09133
MAZUELA;09|09228
MECERREYES;09|09346
MEDINA DE POMAR;09|09500,09512,09513,09514,09515
MELGAR DE FERNAMENTAL;09|09100,09108,09121
MERINDAD DE CUESTA-URRIA;09|09212,09515,09549,09594
MERINDAD DE MONTIJA;09|09514,09569
MERINDAD DE SOTOSCUEVA;09|09557,09567,09568
MERINDAD DE VALDEPORRES;09|09557,09573,09574
MERINDAD DE VALDIVIELSO;09|09559
MILAGROS;09|09460
MIRANDA DE EBRO;09|09200,09212,09218,09219,09293
MIRANDA DE EBRO;26|26212
MIRAVECHE;09|09252,09250
MODÚBAR DE LA EMPAREDADA;09|09620
MONASTERIO DE LA SIERRA;09|09613
MONASTERIO DE RODILLA;09|09292
MONCALVILLO;09|09691
MONTERRUBIO DE LA DEMANDA;09|09615
MONTORIO;09|09125
MORADILLO DE ROA;09|09462
NAVA DE ROA;09|09318
NAVAS DE BUREBA;09|09249
NEBREDA;09|09348
NEILA;09|09679
OLMEDILLO DE ROA;09|09311
OLMILLOS DE MUÑÓ;09|09228
OÑA;09|09211,09246,09249,09530,09554,09559,09593
OQUILLAS;09|09350
ORBANEJA RIOPICO;09|09192
PADILLA DE ABAJO;09|09109
PADILLA DE ARRIBA;09|09108
PADRONES DE BUREBA;09|09593
PALACIOS DE LA SIERRA;09|09680
PALACIOS DE RIOPISUERGA;09|09107
PALAZUELOS DE LA SIERRA;09|09649
PALAZUELOS DE MUÑÓ;09|09226
PAMPLIEGA;09|09220,09226,09589
PANCORBO;09|09280
PARDILLA;09|09462
PARTIDO DE LA SIERRA EN TOBALINA;09|09211
PEDROSA DE DUERO;09|09314,09317
PEDROSA DEL PÁRAMO;09|09133
PEDROSA DEL PRÍNCIPE;09|09119
PEDROSA DE RÍO ÚRBEL;09|09131
PEÑARANDA DE DUERO;09|09410,09490
PERAL DE ARLANZA;09|09342
PIÉRNIGAS;09|09246
PINEDA DE LA SIERRA;09|09199
PINEDA TRASMONTE;09|09349
PINILLA DE LOS BARRUECOS;09|09612
PINILLA DE LOS MOROS;09|09613
PINILLA TRASMONTE;09|09354
POZA DE LA SAL;09|09246,09592
PRÁDANOS DE BUREBA;09|09248
PRADOLUENGO;09|09260,09268
PRESENCIO;09|09228
LA PUEBLA DE ARGANZÓN;09|09294
PUENTEDURA;09|09347
QUEMADA;09|09454
QUINTANABUREBA;09|09246
QUINTANA DEL PIDIO;09|09370
QUINTANAÉLEZ;09|09244
QUINTANAORTUÑO;09|09140
QUINTANAPALLA;09|09290
QUINTANAR DE LA SIERRA;09|09670
QUINTANAVIDES;09|09292
QUINTANILLA DE LA MATA;09|09349
QUINTANILLA DEL COCO;09|09348
LAS QUINTANILLAS;09|09131,09515
QUINTANILLA SAN GARCÍA;09|09271
QUINTANILLA VIVAR;09|09140
RABANERA DEL PINAR;09|09660
RÁBANOS;09|09199,09268,09269
RABÉ DE LAS CALZADAS;09|09130
REBOLLEDO DE LA TORRE;34|34492
REDECILLA DEL CAMINO;09|09259
REDECILLA DEL CAMPO;09|09259,09270
REGUMIEL DE LA SIERRA;09|09693
REINOSO;09|09248
RETUERTA;09|09347
LA REVILLA Y AHEDO;09|09613
REVILLA DEL CAMPO;09|09194,09647
REVILLARRUZ;09|09620
REVILLA VALLEJERA;34|34260
REZMONDO;09|09108
RIOCAVADO DE LA SIERRA;09|09615
ROA;09|09300
ROJAS;09|09246
ROYUELA DE RÍO FRANCO;09|09344,09345
RUBENA;09|09199
RUBLACEDO DE ABAJO;09|09592
RUCANDIO;09|09593
SALAS DE BUREBA;09|09593
SALAS DE LOS INFANTES;09|09600,09613,09615
SALDAÑA DE BURGOS;09|09620
SALINILLAS DE BUREBA;09|09247
SAN ADRIÁN DE JUARROS;09|09198
SAN JUAN DEL MONTE;09|09490
SAN MAMÉS DE BURGOS;09|09230
SAN MARTÍN DE RUBIALES;09|09317
SAN MILLÁN DE LARA;09|09640
SANTA CECILIA;09|09341
SANTA CRUZ DE LA SALCEDA;09|09471
SANTA CRUZ DEL VALLE URBIÓN;09|09268
SANTA GADEA DEL CID;09|09219
SANTA INÉS;09|09390
SANTA MARÍA DEL CAMPO;09|09342
SANTA MARÍA DEL INVIERNO;09|09292
SANTA MARÍA DEL MERCADILLO;09|09353
SANTA MARÍA RIVARREDONDA;09|09219
SANTA OLALLA DE BUREBA;09|09292
SANTIBÁÑEZ DE ESGUEVA;09|09350
SANTIBÁÑEZ DEL VAL;09|09617,09618
SANTO DOMINGO DE SILOS;09|09610
SAN VICENTE DEL VALLE;09|09268
SARGENTES DE LA LORA;09|09143,09144,09145
SARRACÍN;09|09620
SASAMÓN;09|09109,09123
LA SEQUERA DE HAZA;09|09462
SOLARANA;09|09348
SORDILLOS;09|09128
SOTILLO DE LA RIBERA;09|09440,09441
SOTRAGERO;09|09004,09197
SOTRESGUDO;09|09135,09136
SOTRESGUDO;34|34492
SUSINOS DEL PÁRAMO;09|09133
TAMARÓN;09|09227
TARDAJOS;09|09130
TEJADA;09|09616
TERRADILLOS DE ESGUEVA;09|09442
TINIEBLAS DE LA SIERRA;09|09640,09649
TOBAR;09|09133
TORDÓMAR;09|09341
TORRECILLA DEL MONTE;09|09390
TORREGALINDO;09|09493
TORRELARA;09|09645
TORREPADRE;09|09342,09345
TORRESANDINO;09|09310
TÓRTOLES DE ESGUEVA;09|09310,09312
TOSANTOS;09|09258
TRESPADERNE;09|09213,09540,09549
TUBILLA DEL AGUA;09|09143,09145
TUBILLA DEL LAGO;09|09453
ÚRBEL DEL CASTILLO;09|09125
VADOCONDES;09|09491
VALDEANDE;09|09453
VALDEZATE;09|09318
VALDORROS;09|09320
VALMALA;09|09268
VALLARTA DE BUREBA;09|09245
VALLE DE MANZANEDO;09|09558,09572
VALLE DE MENA;09|09285,09545,09569,09580,09585,09586,09587,09588,09589
VALLE DE OCA;09|09258
VALLE DE TOBALINA;09|09210,09211,09212,09213,09549
VALLE DE VALDEBEZANA;09|09571,09572
VALLE DE VALDELAGUNA;09|09614
VALLE DE VALDELUCIO;09|09127
VALLE DE ZAMANZAS;09|09146
VALLEJERA;34|34260
VALLES DE PALENZUELA;09|09338
VALLUÉRCANES;09|09219
LA VID Y BARRIOS;09|09471,09491
LA VID DE BUREBA;09|09249
VILEÑA;09|09249
VILORIA DE RIOJA;09|09259
VILVIESTRE DEL PINAR;09|09690
VILLADIEGO;09|09120,09124,09125,09128,09129,09133,09427
VILLAESCUSA DE ROA;09|09314
VILLAESCUSA LA SOMBRÍA;09|09197,09292
VILLAESPASA;09|09640,09650
VILLAFRANCA MONTES DE OCA;09|09257,09258
VILLAFRUELA;09|09344
VILLAGALIJO;09|09268
VILLAGONZALO PEDERNALES;09|09195
VILLAHOZ;09|09343
VILLALBA DE DUERO;09|09443
VILLALBILLA DE BURGOS;09|09195,09197
VILLALBILLA DE GUMIEL;09|09453
VILLALDEMIRO;09|09227
VILLALMANZO;09|09390
VILLAMAYOR DE LOS MONTES;09|09339
VILLAMAYOR DE TREVIÑO;09|09128
VILLAMBISTIA;09|09258
VILLAMEDIANILLA;34|34260
VILLAMIEL DE LA SIERRA;09|09649
VILLANGÓMEZ;09|09339
VILLANUEVA DE ARGAÑO;09|09652
VILLANUEVA DE CARAZO;09|09611
VILLANUEVA DE GUMIEL;09|09450
VILLANUEVA DE TEBA;09|09219
VILLAQUIRÁN DE LA PUEBLA;09|09119
VILLAQUIRÁN DE LOS INFANTES;09|09226
VILLARIEZO;09|09195
VILLASANDINO;09|09109
VILLASUR DE HERREROS;09|09199
VILLATUELDA;09|09310
VILLAVERDE DEL MONTE;09|09228,09339
VILLAVERDE-MOGINA;09|09226
VILLAYERNO MORQUILLAS;09|09191
